조사연도,시도,지역,기관명,기관유형대분류,기관유형소분류,우편번호,기관주소1,기관주소2,기관대표 전화번호
2023,강원,원주시  ,새이웃평생교육원,시민사회단체부설,,264-34,강원도 원주시 서원대로 500,431호,033-732-3525
2023,강원,원주시  ,사랑평생교육원,지식·인력개발형태,,264-87,강원도 원주시 서원대로 392,스타프라자 606호,033-761-8833
2023,강원,원주시  ,원주축산농협문화센터,사업장부설,유통업체 문화센터,264-84,강원도 원주시 원일로 233,,033-738-0090
2023,강원,원주시  ,한국인성평생교육원,언론기관부설,,264-13,강원도 원주시 송림길 72-23,,033-761-7222
2023,강원,원주시  ,홈플러스 문화센터 원주점,사업장부설,유통업체 문화센터,264-49,강원도 원주시 치악로 1489,4층 문화센터,033-649-8032
2023,강원,원주시  ,풀잎문화센터원주교실,시민사회단체부설,,264-71,강원도 원주시 원일로 80-1,2층 풀잎문화센터 원주지부(원주교실),033-748-0553
2023,강원,원주시  ,가나안평생교육원,지식·인력개발형태,,264-28,강원도 원주시 신림면 연봉정길 5,,033-762-5090
2023,강원,원주시  ,미래를 여는 세종교육원,원격형태,,263-41,강원도 원주시 상지대길 34-1,,033-734-0244
2023,강원,원주시  ,㈜세진에듀,원격형태,,264-27,강원도 원주시 지정면 신지정로 212,퍼스트프라자 702호,02-1599-9477
2023,강원,원주시  ,AK PLAZA 문화아카데미 원주점,사업장부설,유통업체 문화센터,263-53,강원도 원주시 봉화로1,,033-811-5001
2023,강원,원주시  ,한국노인평생교육개발원,지식·인력개발형태,,264-37,강원도 원주시 단구로 413,,033-731-7748
2023,강원,원주시  ,한국두드림평생교육원,언론기관부설,,264-83,강원도 원주시 천매봉길 16-9,1층,033-762-1413
2023,강원,원주시  ,와이즈원격평생교육원,원격형태,,264-83,강원도 원주시 이화1길 41-7,,033-744-0661
2023,강원,원주시  ,프로펫애견종합전문교육원,언론기관부설,,264-84,강원도 원주시 능라동길 7,301호_302호_303호일부,033-742-5114
2023,강원,원주시  ,(사)대한군상담학회 평생교육개발원,시민사회단체부설,,263-92,강원도 원주시 만대로 158-1,202호,033-900-0159
2023,강원,원주시  ,예함평생교육원,언론기관부설,,263-85,강원도 원주시 모래내길 38,,033-761-9786
2023,강원,원주시  ,(사)대한군상담학회 원격평생교육개발원,원격형태,,264-11,강원도 원주시 만대로 158-1,202호(일부),033-900-0159
2023,강원,원주시  ,투데이피플평생교육원,언론기관부설,,263-85,강원도 원주시 치악고교길 15,302호,070-4249-1332
2023,강원,강릉시  ,율곡평생교육원,시민사회단체부설,,255-92,강원도 강릉시 죽헌길 124,율곡연구원 부설 율곡평생교육원,033-644-6523
2023,강원,강릉시  ,홈플러스 문화센터 강릉점,사업장부설,유통업체 문화센터,254-65,강원도 강릉시 경강로 2120,홈플러스 강릉점 4층,033-649-8003
2023,강원,강릉시  ,강릉여성인력개발센터,시민사회단체부설,,254-92,강원도 강릉시 강릉대로 317,한국빌딩 3층,033-643-1145
2023,강원,강릉시  ,프랜비평생교육시설,지식·인력개발형태,,254-92,강원도 강릉시 경포로 15번길 13-3,프랜비평생교육시설,
2023,강원,강릉시  ,강릉향교충효교육원,시민사회단체부설,,254-91,강원도 강릉시 명륜로 29,,033-648-4502
2023,강원,강릉시  ,컬처클럽 이마트 강릉점,사업장부설,유통업체 문화센터,254-65,강원도 강릉시 경강로 2398-10,이마트 3층 컬처클럽,033-649-1250
2023,강원,강릉시  ,산림조합중앙회 임업기계훈련원 평생교육원,지식·인력개발형태,,255-63,강원도 강릉시 연곡면 진고개로 2530-30,산림조합중앙회 임업기계훈련원,033-662-5442
2023,강원,동해시  ,동해YWCA평생교육원,시민사회단체부설,,257-54,강원도 동해시 발한로 182,,033-531-3007
2023,강원,동해시  ,마인드맵평생교육원,언론기관부설,,257-25,강원도 동해시 갯목길 6,마인드맵 평생교육원,033-522-5227
2023,강원,동해시  ,더블유(W)필라테스 평생교육원,언론기관부설,,257-92,강원도 동해시 중앙로 231,,033-534-8763
2023,강원,속초시  ,속초YWCA상록수학교,시민사회단체부설,,248-45,강원도 속초시 번영로 184,,033-635-3523
2023,강원,삼척시  ,홈플러스 문화센터 삼척점,사업장부설,유통업체 문화센터,259-24,강원도 삼척시 중앙로 258,홈플러스 삼척점 2층 문화센터,033-571-8003
2023,강원,횡성군  ,(사)함께하는누리,시민사회단체부설,,252-23,강원도 횡성군 횡성읍 북천서로3번길 15,15(1층),033-344-1366
2023,강원,평창군  ,평창세븐힐스,지식·인력개발형태,,253-75,강원도 평창군 평창읍 살구실길 53-10,,033-333-6031
2023,강원,평창군  ,허브문화힐링평생교육원,언론기관부설,,253-72,강원도 평창군 진부면 두일길 279-7,,070-8722-5224
2023,강원,철원군  ,드림아트평생교육원,언론기관부설,,240-14,강원도 철원군 동송읍 이평1로12번길 26,,
2023,강원,인제군  ,한국사회교육원 K-water 인제영어마을,시민사회단체부설,,246-31,강원도 인제군 인제읍 비봉로44번길 100,인제영어마을,033-463-6889
2023,강원,인제군  ,한국DMZ평화생명동산(부설)교육마을,시민사회단체부설,,246-24,강원도 인제군 서화면 금강로 1630,,033-463-5155
2023,강원,인제군  ,글로벌평생교육원,지식·인력개발형태,,246-00,강원도 인제군 인제읍 인제로 112번길 12,,033-461-9388
2023,강원,인제군  ,LED평생교육원,언론기관부설,,246-24,강원도 인제군 인제읍 인제로 306 CU 2층,,
2023,강원,홍천군  ,지용한옥학교,지식·인력개발형태,,251-34,강원도 홍천군 북방면 반석들길 3,본관,
2023,충북,청주시  ,롯데마트 문화센터 상당점,사업장부설,유통업체 문화센터,286-26,충청북도 청주시 상당구 용암북로160번길 60(용암동),롯데마트상당점,043-290-7006
2023,충북,청주시  ,홈플러스청주점문화센터,사업장부설,유통업체 문화센터,287-62,충청북도 청주시 흥덕구 서부로 1291(가경동),,043-249-8051
2023,충북,청주시  ,청주YMCA평생교육원,시민사회단체부설,,284-13,충청북도 청주시 상당구 사직대로350번길 99(서문동),,043-259-6104
2023,충북,청주시  ,JUMPUP평생교육원,시민사회단체부설,,285-29,충청북도 청주시 서원구 1순환로1107번길 20,해피존 305호,043-293-5228
2023,충북,청주시  ,고려평생교육원,언론기관부설,,287-48,충청북도 청주시 서원구 사직대로 273(사직동),,043-268-4300
2023,충북,청주시  ,(재)대한산업인력개발원평생교육원,지식·인력개발형태,,285-55,충청북도 청주시 서원구 사직대로 270(사직동),,043-263-3207
2023,충북,청주시  ,대한직업평생교육원,언론기관부설,,285-10,충청북도 청주시 상당구 상당로 156,1층_ 4층,043-908-4284
2023,충북,청주시  ,카이로스평생교육원,언론기관부설,,284-50,충청북도 청주시 흥덕구 증안로 110(복대동),,043-234-0998
2023,충북,청주시  ,현대백화점충청점문화센터,사업장부설,유통업체 문화센터,284-22,충청북도 청주시 흥덕구 직지대로 308(복대동),,043-909-4560
2023,충북,청주시  ,청풍인성예절평생교육원,시민사회단체부설,,284-24,충청북도 청주시 서원구 수영로 14(수곡동),,043-283-5550
2023,충북,청주시  ,청주평생교육원,시민사회단체부설,,287-09,충청북도 청주시 흥덕구 복대로 138,,043-293-6665
2023,충북,청주시  ,한국보건복지인재원,지식·인력개발형태,,286-05,충청북도 청주시 흥덕구 오송생명2로 187(오송읍),,043-710-9122
2023,충북,청주시  ,윈윈에듀원격평생교육원,원격형태,,285-91,충청북도 청주시 흥덕구 사직대로41번길 25(복대동),2층,070-8672-5551
2023,충북,청주시  ,클락앤클로이원격평생교육원,원격형태,,285-91,충청북도 청주시 서원구 신화로36번길 42,,
2023,충북,청주시  ,차이홍스퀘어청주평생교육원,지식·인력개발형태,,286-37,충청북도 청주시 흥덕구 대농로 50(복대동),502호,043-283-7202
2023,충북,청주시  ,스토리문화센터,언론기관부설,,284-27,충청북도 청주시 청원구 주성로 269,,043-212-5399
2023,충북,청주시  ,능인평생교육원,언론기관부설,,283-18,충청북도 청주시 청원구 오창읍 후기길 145-86,,
2023,충북,청주시  ,청주프로펫평생교육원,언론기관부설,,281-20,충청북도 청주시 청원구 직지대로 856(우암동),3층,
2023,충북,청주시  ,참사랑평생교육원,언론기관부설,,285-39,충청북도 청주시 서원구 사직대로 144번길 34,지층1호.8~12호,
2023,충북,청주시  ,언니네필라테스청주복대점평생교육원,언론기관부설,,286-63,충청북도 청주시 흥덕구 대농로 39 (복대동),LK트리플렉스 B동 402호,043-767-8888
2023,충북,청주시  ,한국ICT융합평생교육원,지식·인력개발형태,,284-24,충청북도 청주시 청원구 2순환로 160번길 94-10(주성동),2층,043-214-3981
2023,충북,청주시  ,언니네필라테스청주가경점평생교육원,언론기관부설,,283-33,충청북도 청주시 흥덕구 강서로 118 201호~202호(강서동),,043-773-8008
2023,충북,청주시  ,언니네필라테스청주율량점평생교육원,언론기관부설,,283-78,충청북도 청주시 청원구 충청대로 175 6층(주중동),,043-773-8000
2023,충북,청주시  ,온유필라테스평생교육원,언론기관부설,,283-25,충청북도 청주시 상당구 수영로 297 4층(용담동),,043-292-9222
2023,충북,청주시  ,보니따필라테스청주분평점평생교육원,언론기관부설,,287-44,충청북도 청주시 서원구 1순환로 1107번길 33 2층(분평동),2층,043-291-1963
2023,충북,청주시  ,거꾸로천문대평생교육원,언론기관부설,,281-80,충청북도 청주시 서원구 남이면 대림로 259,2층,043-715-2570
2023,충북,충주시  ,롯데마트문화센터 충주점,사업장부설,유통업체 문화센터,273-67,충청북도 충주시 봉계1길 49,롯데마트 충주점 2층 문화센터,043-841-2590
2023,충북,충주시  ,이마트컬처클럽충주점,사업장부설,유통업체 문화센터,273-60,충청북도 충주시 중원대로 3420(문화동),,043-841-1250
2023,충북,충주시  ,HRD한국평생교육원,언론기관부설,,273-44,충청북도 충주시 예성로 197(교현동),2층,043-846-1959
2023,충북,충주시  ,충주YWCA평생교육원,시민사회단체부설,,274-52,충청북도 충주시 천변로 163,4층,043-848-3240
2023,충북,충주시  ,이브필라테스충주평생교육원,언론기관부설,,274-52,충청북도 충주시 봉현로 222,4층 이브필라테스,043-851-6663
2023,충북,제천시  ,이마트제천점컬쳐클럽,사업장부설,유통업체 문화센터,271-54,충청북도 제천시 장평천로 11(강제동),이마트제천점 3층,043-641-1252
2023,충북,제천시  ,공전자연학교평생교육원,언론기관부설,,271-06,충청북도 제천시 봉양읍 의암로 345,,043-645-6758
2023,충북,제천시  ,한국스포츠과학평생교육원,시민사회단체부설,,271-11,충청북도 제천시 한수면 미륵송계로6길 42-2 (한수면),,043-653-1940
2023,충북,청주시  ,홈플러스문화센터오창점,사업장부설,유통업체 문화센터,283-09,충청북도 청주시 청원구 오창읍 중심상업1로 8-11,,043-249-8005
2023,충북,청주시  ,건설기계교육훈련원,지식·인력개발형태,,281-20,충청북도 청주시 흥덕구 월명로236번길 44(봉명동),2층,043-272-3691
2023,충북,청주시  ,더센터오브필라테스청주 평생교육원,언론기관부설,,285-41,충청북도 청주시 흥덕구 대농로 68(복대동),,070-8819-3803
2023,충북,청주시  ,새뿌리발도르프교육원,언론기관부설,,284-27,충청북도 청주시 서원구 원흥로 11-13(산남동),,043-283-7581
2023,충북,청주시  ,디지털한국평생교육원,원격형태,,287-66,충청북도 청주시 상당구 원봉로 88,2층,1899-0399
2023,충북,청주시  ,야곰아카데미원격평생교육원,원격형태,,284-75,충청북도 청주시 흥덕구 1순환로 503,3층 1호,
2023,충북,보은군  ,충청푸른어울림평생교육원,시민사회단체부설,,289-52,충청북도 보은군 내북면 남부로 6225-19,충청푸른어울림평생교육원,043-544-0108
2023,충북,보은군  ,흙사랑 평생교육원,시민사회단체부설,,289-49,충청북도 보은군 보은읍 삼산로3길 8,2층,043-542-1013
2023,충북,보은군  ,우진플라임평생교육원,지식·인력개발형태,,289-49,충청북도 보은군 장안면 우진플라임로 105,우진플라임평생교육원,043-540-9210
2023,충북,진천군  ,다중지능교육개발원,언론기관부설,,278-32,충청북도 진천군 진천읍 상산로 59,2층,
2023,충북,진천군  ,라벨프랑스,원격형태,,278-32,충청북도 진천군 문백면 공예촌길 82-8,,
2023,충북,진천군  ,엑센터러닝평생교육원,원격형태,,278-66,충청북도 진천군 덕산읍 석장로 101,2층,043-537-3443
2023,충북,음성군  ,KTC평생교육원,시민사회단체부설,,277-04,충청북도 음성군 대소면 오산로14번길,,043-877-8175
2023,충북,음성군  ,한국도료도장기술원,지식·인력개발형태,,276-70,충청북도 음성군 대소면 대풍산단로 58,대풍산단로 58,043-530-1559
2023,충북,괴산군  ,괴산두레학교,시민사회단체부설,,280-34,충청북도 괴산군 괴산읍 읍내로2길 27-10,1층 괴산두레학교,043-833-0067
2023,충남,천안시  ,사이버한국법무평생교육원,원격형태,,310-53,충청남도 천안시 서북구 성거읍 석문길 80,1층,041-556-3345
2023,충남,천안시  ,갤러리아문화센터,지식·인력개발형태,,311-68,충청남도 천안시 서북구 공원로 227,갤러리아 백화점 9층 문화센터,041-559-9090
2023,충남,천안시  ,홈플러스 문화센터 천안신방점,사업장부설,유통업체 문화센터,311-68,충청남도 천안시 동남구 신촌1길 23,,041-579-2007
2023,충남,천안시  ,이마트컬처클럽천안점,사업장부설,유통업체 문화센터,311-77,충청남도 천안시 서북구 충무로 187,이마트 천안점 2층 컬처클럽,041-620-1250
2023,충남,천안시  ,영진아카데미평생교육원,지식·인력개발형태,,311-80,충청남도 천안시 서북구 부성4길 35-7,2층,041-567-6645
2023,충남,천안시  ,신세계아카데미천안아산점,사업장부설,유통업체 문화센터,311-00,충청남도 천안시 동남구 만남로 43,,041-640-5500
2023,충남,천안시  ,천안총신평생교육원,언론기관부설,,311-20,충청남도 천안시 동남구 순천향4길 12,서원빌딩,041-576-8591
2023,충남,천안시  ,경희평생교육원,언론기관부설,,311-51,충청남도 천안시 동남구 만남로 38(신부동 도솔빌딩),6층,041-565-0775
2023,충남,천안시  ,남서울대학교부설원격평생교육시설,원격형태,,311-23,충청남도 천안시 서북구 성환읍 대학로 91,남서울대학교 디자인정보관 102호,041-580-3082
2023,충남,천안시  ,가스안전평생교육원,지식·인력개발형태,,312-06,충청남도 천안시 동남구 교천지산길 331-39,가스안전교육원,041-629-0500
2023,충남,천안시  ,이마트컬처클럽펜타포트점,사업장부설,유통업체 문화센터,311-68,충청남도 천안시 서북구 공원로 196,,041-537-9130
2023,충남,천안시  ,롯데마트문화센터성정점,사업장부설,유통업체 문화센터,311-68,충청남도 천안시 서북구 성정두정로 1,,041-629-8590
2023,충남,천안시  ,이마트컬처클럽천안서북점,사업장부설,유통업체 문화센터,311-09,충청남도 천안시 서북구 삼성대로 20,2층 문화센터,041-580-9176
2023,충남,천안시  ,오하평생교육원,언론기관부설,,310-87,충청남도 천안시 동남구 천안천8길 11,,041-553-4253
2023,충남,천안시  ,한국기술교육대학교 부설 원격평생교육원,원격형태,,311-18,충청남도 천안시 동남구 병천면 충절로 1600,공학 4관 A동 한국기술교육대학교 부설 원격평생교육원,041-580-4500
2023,충남,천안시  ,한국레크리에이션연구협회평생교육원,시민사회단체부설,,312-53,충청남도 천안시 서북구 번영로 208,종합운동장내,041-552-7786
2023,충남,천안시  ,한국커리어잡스 평생교육원,지식·인력개발형태,,311-04,충청남도 천안시 서북구 성정두정로 12,311호,041-556-2829
2023,충남,천안시  ,차이홍스퀘어천안평생교육원,지식·인력개발형태,,311-10,충청남도 천안시 서북구 불당34길 26,405호,041-565-0700
2023,충남,천안시  ,프랭크쌤영어원격평생교육원,원격형태,,311-56,충청남도 천안시 서북구 불당21로 71,409호,070-4266-3212
2023,충남,천안시  ,한국미용직업평생교육원,시민사회단체부설,,311-08,충청남도 천안시 서북구 불당21로 71,,041-556-3111
2023,충남,천안시  ,천안더리햅평생교육원,언론기관부설,,311-56,충청남도 천안시 서북구 불당21로 67-12,507호 508호,041-522-0881
2023,충남,천안시  ,소비자평생교육센터,시민사회단체부설,,310-11,충청남도 천안시 서북구 번영로 208(천안종합운동장 내),,041-553-1372
2023,충남,천안시  ,필라걸 기구필라테스 쌍용점 평생교육원,언론기관부설,,311-57,충청남도 천안시 서북구 월봉로 90,4층,041-573-3377
2023,충남,천안시  ,밀가루쌤영어 원격평생교육원,원격형태,,311-72,충청남도 천안시 동남구 대흥로 222-1,201호,070-7797-0715
2023,충남,천안시  ,힘찬건설평생교육원,언론기관부설,,311-29,충청남도 천안시 동남구 천안천5길 6,,041-551-6114
2023,충남,천안시  ,모블교육센타평생교육원,언론기관부설,,311-44,충청남도 천안시 동남구 대흥로 255,화일빌딩 4층 403호 (대흥동 화일빌딩),041-417-1130
2023,충남,천안시  ,바디컨테이너평생교육원,언론기관부설,,311-44,충청남도 천안시 동남구 각원사길 66,3층 바디컨테이너,041-555-9807
2023,충남,천안시  ,에스바디워크필라테스천안쌍용점평생교육원,언론기관부설,,310-66,충청남도 천안시 서북구 월봉로 84,제5층 501호,041-577-9609
2023,충남,천안시  ,에스바디워크필라테스천안신부점평생교육원,언론기관부설,,311-72,충청남도 천안시 동남구 만남로 28,천안문빌딩 6층,041-566-9609
2023,충남,천안시  ,에스바디워크천안두정점평생교육원,언론기관부설,,311-23,충청남도 천안시 서북구 두정로 177,고바우빌딩 2층,
2023,충남,천안시  ,CACS사이버평생교육원,원격형태,,311-00,충청남도 천안시 동남구 순천향4길 12,서원빌딩3층,041-572-8591
2023,충남,천안시  ,국제탐정협회원격평생교육원,원격형태,,311-09,충청남도 천안시 동남구 신부12길 19(신부동 신부동오피스텔),,041-550-9045
2023,충남,천안시  ,보니따필라테스 천안쌍용점 평생교육원,언론기관부설,,311-24,충청남도 천안시 서북구 충무로 155(쌍용동 우리척병원),106호,041-575-1926
2023,충남,천안시  ,다올필라테스두정점평생교육원,언론기관부설,,311-74,충청남도 천안시 서북구 1공단1길 52(두정동 센트하임프라자),213호_ 214호,041-565-7811
2023,충남,천안시  ,충남산업기술평생교육원,언론기관부설,,311-04,충청남도 천안시 동남구 삼룡4길 36-13(삼룡동),,041-554-0997
2023,충남,천안시  ,더이룸평생교육원,원격형태,,310-73,충청남도 천안시 동남구 성정로 18(봉명동),201호,1522-5690
2023,충남,천안시  ,파샤기구필라테스천안두정점평생교육원,언론기관부설,,311-48,충청남도 천안시 서북구 두정로 244(두정동 두정필레오Ⅱ),,041-522-1926
2023,충남,천안시  ,777영어학습지원격평생교육원,원격형태,,311-05,충청남도 천안시 동남구 대흥로 222-1(대흥동 트루젠),202호,070-7797-0715
2023,충남,천안시  ,에듀탑원 천안평생교육원,언론기관부설,,311-29,충청남도 천안시 서북구 두정상가6길 23 3층(두정동),301_ 302호(두정동_ 드림빌딩),070-4801-3329
2023,충남,천안시  ,반하다필라테스 평생교육원,언론기관부설,,311-05,충청남도 천안시 서북구 서부대로 688 208호(성정동),반하다필라테스 평생교육원,
2023,충남,보령시  ,홈플러스문화센터보령점,사업장부설,유통업체 문화센터,334-53,충청남도 보령시 한내로 87,,041-731-8163
2023,충남,보령시  ,보령교육신문부설보령평생교육원,언론기관부설,,334-41,충청남도 보령시 지장골길 52-5,2층,041-935-0160
2023,충남,보령시  ,아이티버팀목원격평생교육원,원격형태,,334-37,충청남도 보령시 대해로 64,1층,070-4907-8660
2023,충남,보령시  ,창의융합인재개발원,시민사회단체부설,,334-59,충청남도 보령시 화산큰길 27-19,1층,
2023,충남,보령시  ,사회적협동조합다물평생교육원,시민사회단체부설,,334-29,충청남도 보령시 구시4길 37-4,3층,041-931-8933
2023,충남,아산시  ,이마트컬처클럽아산점,사업장부설,유통업체 문화센터,315-03,충청남도 아산시 온천대로 1678,이마트 3층 문화센터,041-422-1250
2023,충남,아산시  ,한국문화센터,시민사회단체부설,,315-28,충청남도 아산시 시민로 415,,041-548-6400
2023,충남,아산시  ,한국상담평생교육원,언론기관부설,,315-07,충청남도 아산시 배방읍 모산로 146,2층,041-532-3343
2023,충남,아산시  ,힐링평생교육원,시민사회단체부설,,314-84,충청남도 아산시 배방읍 고속철대로 45,엔터프라자빌딩 302호,041-544-0679
2023,충남,아산시  ,세종홍익평생교육원,원격형태,,314-70,충청남도 아산시 배방읍 희망로46번길 46-8,,041-546-6618
2023,충남,아산시  ,위드로원격평생교육원,원격형태,,315-07,충청남도 아산시 탕정면 탕정면로 12,501호,
2023,충남,아산시  ,글로벌전문원격평생교육원,원격형태,,314-56,충청남도 아산시 신정로 576,이엘하우스 2층,041-534-8881
2023,충남,아산시  ,(사)우리가족평생교육원,시민사회단체부설,,315-64,충청남도 아산시 번영로 1131-19,충무회관 2층,070-4227-4506
2023,충남,아산시  ,영스필라테스평생교육원,언론기관부설,,314-65,충청남도 아산시 탕정면 한들물빛도시로 70,E211,041-533-0010
2023,충남,아산시  ,대한운동재활원격평생교육원,원격형태,,314-65,충청남도 아산시 탕정면 한들물빛5로 36,H동 201호,
2023,충남,서산시  ,롯데마트문화센터서산점,사업장부설,유통업체 문화센터,319-88,충청남도 서산시 충의로 27,2층 문화센터,041-661-0120
2023,충남,서산시  ,이마트컬처클럽서산점,사업장부설,유통업체 문화센터,319-66,충청남도 서산시 서해로 3685(잠홍동),,041-670-1250
2023,충남,서산시  ,노둣돌평생교육원,언론기관부설,,319-66,충청남도 서산시 율지2로 10(동문동),,041-664-3214
2023,충남,서산시  ,감각요가필라테스평생교육원,언론기관부설,,319-93,충청남도 서산시 성연면 성연3로 37,보람빌딩 4층 감각요가필라테스,041-664-6555
2023,충남,금산군  ,금산하이비전센터,지식·인력개발형태,,327-41,충청남도 금산군 남일면 무금로 2117,금산하이비전센터,041-750-7000
2023,충남,논산시  ,홈플러스문화센터논산점,사업장부설,유통업체 문화센터,329-88,충청남도 논산시 시민로 187,홈플러스 3층 문화센터,041-731-8005
2023,충남,계룡시  ,홈플러스문화센터계룡점,사업장부설,유통업체 문화센터,329-88,충청남도 계룡시 계룡대로 304,3층 문화센터,042-550-8003
2023,충남,논산시  ,충남직업능력개발센터,언론기관부설,,328-32,충청남도 논산시 대학로 118 [ 은진면 와야리 ],3층 충남직업능력개발센터,041-736-0055
2023,충남,논산시  ,전인교육센터,언론기관부설,,329-06,충청남도 논산시 상월면 계룡산로 526-2,진기원빌딩1층,041-736-1256
2023,충남,계룡시  ,지엠시티평생교육원,언론기관부설,,329-06,충청남도 계룡시 엄사면 계룡대로 518,,042-551-0202
2023,충남,계룡시  ,자연평생교육원,언론기관부설,,328-01,충청남도 계룡시 엄사면 엄사중앙로 94,403호,042-841-4297
2023,충남,계룡시  ,더우아 필라테스 평생교육원,언론기관부설,,328-04,충청남도 계룡시 엄사면 엄사중앙로 94 702호,,
2023,충남,홍성군  ,디얼라인 필라테스 평생교육원,언론기관부설,,322-32,충청남도 홍성군 홍북읍 홍학로 95,아이프라자 2차 501호,041-635-0411
2023,충남,홍성군  ,재림직업능력평생교육원,언론기관부설,,322-21,충청남도 홍성군 홍성읍 의사로63번길 16,재림직업능력평생교육원,041-633-1122
2023,충남,홍성군  ,우리함께평생교육원,언론기관부설,,322-21,충청남도 홍성군 홍성읍 충서로1159번길 12-12,2층,041-632-0033
2023,충남,홍성군  ,내포평생교육원,언론기관부설,,322-56,충청남도 홍성군 홍북읍 의향로 267,204호,041-632-1260
2023,충남,홍성군  ,한국재감사스포츠평생교육원,시민사회단체부설,,322-97,충청남도 홍성군 광천읍 광천로 169,구)광남초등학교,02-742-2489
2023,충남,당진시,롯데마트문화센터평생교육원,사업장부설,유통업체 문화센터,317-78,충청남도 당진시 정안로 20,3층,041-350-7090
2023,충남,당진시,해피업사회교육원,시민사회단체부설,,317-67,충청남도 당진시 수청로 139-15,995번지,
2023,충남,당진시,미래평생교육센터,시민사회단체부설,,317-85,충청남도 당진시 서부로 67,,041-354-2366
2023,충남,당진시,현대제철문화센터,사업장부설,산업체부설,317-85,충청남도 당진시 송산면 유곡3길 6,,041-358-4100
2023,충남,당진시,반딧불평생교육원,시민사회단체부설,,317-10,충청남도 당진시 당진중앙2로 59-12,,041-352-0607
2023,충남,당진시,세한대학교원격평생교육원,원격형태,,317-69,충청남도 당진시 신평면 세한대길 33,세한대학교 당진캠퍼스 201호,041-359-6191
2023,충남,당진시,충남산합융합원평생교육시설,지식·인력개발형태,,317-46,충청남도 당진시 석문면 산단7로 201,충남산학융합원 302호,041-354-8558
2023,충남,당진시,코리안심플원격평생교육원,원격형태,,317-02,충청남도 당진시 중앙1로 59,312호,
2023,충남,예산군  ,정혜과학아카데미,지식·인력개발형태,,324-30,충청남도 예산군 장복국화동길 39-8,,02-2055-1202
2023,충남,예산군  ,더본외식산업개발원,지식·인력개발형태,,324-34,충청남도 예산군 예산읍 아리랑로 147,2동,041-335-0010
2023,충남,공주시  ,충청남도여성가족연구원,지식·인력개발형태,,325-36,충청남도 공주시 반포면 계룡대로 1283,,041-400-7283
2023,충남,공주시  ,국선도천선사회문화교육원,시민사회단체부설,,326-26,충청남도 공주시 이인면 남월길 53,,02-765-0114
2023,충남,공주시  ,더 드론 비행교육원,언론기관부설,,326-05,충청남도 공주시 봉황로 139 201호,,041-852-0116
2023,전북,전주시  ,롯데백화점전주점일반문화센터,사업장부설,유통업체 문화센터,549-36,전라북도 전주시 완산구 온고을로 20 [서신동 더존빌딩],7~8F,063-289-3755
2023,전북,전주시  ,전주여성인력개발센터,시민사회단체부설,,549-46,전라북도 전주시 완산구 장승배기로 213(평화동1가),BYC빌딩 4층,063-232-2346
2023,전북,전주시  ,브라이튼앤브레인,지식·인력개발형태,,549-51,전라북도 전주시 덕진구 가재미로 47(인후동1가),,063-243-0594
2023,전북,전주시  ,에듀하우스평생교육원,지식·인력개발형태,,550-20,전라북도 전주시 완산구 온고을로 18(서신동),9충 에듀하우스 평생교육원,063-251-5000
2023,전북,전주시  ,홈플러스문화센터전주완산점,사업장부설,유통업체 문화센터,550-11,전라북도 전주시 완산구 기린대로 170(중노송동),1층 문화센터,063-540-8078
2023,전북,전주시  ,홈플러스문화센터전주점,사업장부설,유통업체 문화센터,550-05,전라북도 전주시 덕진구 백제대로 771(우아동3가),,063-540-8024
2023,전북,전주시  ,롯데마트문화센터평생교육원,사업장부설,유통업체 문화센터,549-09,전라북도 전주시 완산구 우전로 240(효자동2가),롯데마트 전주점 2층 문화센터,063-249-2590
2023,전북,전주시  ,롯데마트문화센터맥스송천점,사업장부설,유통업체 문화센터,549-66,전라북도 전주시 덕진구 송천중앙로 82(송천동1가),롯데마트송천점 3층,063-219-2590
2023,전북,전주시  ,평생문화센터전주교육실,시민사회단체부설,,548-37,전라북도 전주시 덕진구 송천중앙로 127(송천동1가),2층,063-274-1050
2023,전북,전주시  ,홈플러스문화센터전주효자점,사업장부설,유통업체 문화센터,548-38,전라북도 전주시 완산구 용머리로 31(효자동1가),지하 1층 문화센터,063-540-8047
2023,전북,전주시  ,행복나눔평생교육원,언론기관부설,,550-56,전라북도 전주시 완산구 백제대로 167(효자동1가),,063-223-3018
2023,전북,전주시  ,전주비전대학교부설 원격평생교육원,원격형태,,550-69,전라북도 전주시 완산구 천잠로 235,평생관 2층 평생교육원,1566-4041
2023,전북,전주시  ,공예전문나비평생교육원,언론기관부설,,550-69,전라북도 전주시 덕진구 안덕원로 185(인후동2가),2F,063-909-7575
2023,전북,전주시  ,핵심인재평생교육원,언론기관부설,,550-54,전라북도 전주시 완산구 용머리로 73(효자동1가),효자프라자 1층 126호,063-229-2594
2023,전북,전주시  ,전북창업평생교육원,언론기관부설,,550-54,전라북도 전주시 덕진구 여산로 256,2층,063-275-3001
2023,전북,전주시  ,뜻과사람평생교육원,언론기관부설,,548-49,전라북도 전주시 완산구 따박골 9길 33-7,,063-906-2090
2023,전북,전주시  ,쓰리에이치에듀원격평생교육원,원격형태,,549-66,전라북도 전주시 덕진구 도당산2길 7,1층,063-250-9247
2023,전북,전주시  ,채움평생교육원,원격형태,,549-54,전라북도 전주시 덕진구 기린대로 382,4층,063-291-7090
